MSHA ID,Year,Mine_Name,Mine_State,Mine_County,Mine_Status,Mine_Type,Company_Type,Operation_Type,Operating_Company,Operating_Company_Address,Union_Code,Coal_Supply_Region,Production_(short_tons),Average_Employees,Labor_Hours,log_production
4608921,2014,Surface Mine No. 7,West Virginia (Southern),Boone,Active,Surface,Independent Producer Operator,Mine only,"West Fork Coal, Llc","137 1/2 E Main St, P.O. Box 10, Oak Hill, WV 25901",,Appalachia Central,165501,31,70324,12.016732516077072
4609010,2014,Covington Coal Company #1 Mine,West Virginia (Southern),Boone,Active,Surface,Independent Producer Operator,Mine only,Covington Coal Company Llc,"P.O. Box Drawer C, Marmet, WV 25365",,Appalachia Central,23655,14,10489,10.071329788065249
4609042,2014,Fork Creek Mine No 3,West Virginia (Southern),Boone,Temporarily closed,Underground,Independent Producer Operator,Mine only,Coal River Mining Llc,"P.O. Box 79, Alum Creek, WV 25003",,Appalachia Central,264279,41,95244,12.484760642271066
4609070,2014,Boone North No. 2 Surface Mine,West Virginia (Southern),Boone,Active,Surface,Independent Producer Operator,Mine only,"Raven Crest Contracting, Llc","1295 Ashford Hill Road, Ashford, WV 25009",,Appalachia Central,495274,52,102719,13.11286642376018
4609086,2014,Brody Mine No 1,West Virginia (Southern),Boone,"Active, men working, not producing",Underground,Independent Producer Operator,Mine only,Brody Mining Llc,"P.O. Box 179, Wharton, WV 25208",,Appalachia Central,640102,194,444685,13.369382817637009
4609152,2014,Black Oak Mine,West Virginia (Southern),Boone,Active,Underground,Operating Subsidiary,Mine only,Eastern Associated Coal Llc,"54912 Pond Fork Road, Wharton, WV 25208",United Mine Workers Of America,Appalachia Central,561925,128,333656,13.239123668013027
4609163,2014,Roundbottom Powellton Deep Min,West Virginia (Southern),Boone,Active,Underground,Operating Subsidiary,Mine only,Elk Run Coal Company,"P.O. Box 457, Whitesville, WV 25209",,Appalachia Central,514220,142,330042,13.150406468428972
4609258,2014,Peerless Rachel Mine,West Virginia (Southern),Boone,Active,Underground,Independent Producer Operator,Mine only,"Emerald Processing, Llc.","P.O. Box 189, Comfort, WV 25049",,Appalachia Central,876873,131,332433,13.684117449009461
4609286,2014,Mine No 6,West Virginia (Southern),Boone,Active,Surface,Independent Producer Operator,Mine only,Coal River Mining Llc,"P.O. Box 79, Alum Creek, WV 25003",,Appalachia Central,996724,83,223636,13.812229180127867
4609293,2014,Hunter Peerless Mine,West Virginia (Southern),Boone,Active,Underground,Operating Subsidiary,Mine only,Elk Run Coal Company,"P.O. Box 457, Whitesville, WV 25209",,Appalachia Central,711466,74,174633,13.475082909003408
4609325,2014,Fork Creek No 10 Mine,West Virginia (Southern),Boone,"Active, men working, not producing",Underground,Independent Producer Operator,Mine only,Coal River Mining Llc,"P.O. Box 79, Alum Creek, WV 25003",,Appalachia Central,285377,60,140291,12.56156639212992
4609379,2014,Long Flame No. 3,West Virginia (Southern),Boone,Active,Surface,Independent Producer Operator,Mine only,Long Flame Coal Corp,"P.O. Box 3311, Charleston, WV 25333",,Appalachia Central,184634,19,46139,12.126130766106632
4609493,2014,Highwall Miner  #20,West Virginia (Southern),Boone,Permanently abandoned,Surface,Independent Producer Operator,Mine only,"Dalton Enterprise, Inc","P.O. Box 5005 Pmb #16, Rancho Sante, CA 92067",,Appalachia Central,7967,14,7890,8.983063289380366
4604236,2014,Maple Eagle No. 1 Mine,West Virginia (Southern),Fayette,Active,Underground,Independent Producer Operator,Mine only,"Maple Coal Co., Llc","702 Professional Park Drive, S, Summersville, WV 26651",,Appalachia Central,419826,95,190945,12.947595618705229
4607058,2014,Huffman Surface Mine No 1 & Sy,West Virginia (Southern),Fayette,Active,Surface,Independent Producer Operator,Mine only,"Maple Coal Co., Llc","702 Professional Park Drive, S, Summersville, WV 26651",,Appalachia Central,500641,44,83303,13.123644556343987
4607491,2014,S-7 Surface Mine,West Virginia (Southern),Fayette,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,"Revelation Energy, Llc","1051 Main Street, Suite 100, Milton, WV 25541",,Appalachia Central,496004,34,107493,13.114339270190676
4608625,2014,Kingston No 1,West Virginia (Southern),Fayette,Active,Underground,Operating Subsidiary,Mine only,"Kingston Mining, Inc.","600 Resource Drive, Scarbro, WV 25917",,Appalachia Central,444852,127,289806,13.005496921560301
4608932,2014,Kingston No. 2,West Virginia (Southern),Fayette,Active,Underground,Operating Subsidiary,Mine only,"Kingston Mining, Inc.","600 Resource Drive, Scarbro, WV 25917",,Appalachia Central,514777,174,396886,13.15148907616136
4609054,2014,Republic Energy,West Virginia (Southern),Fayette,Active,Surface,Operating Subsidiary,Mine only,"Republic Energy, Inc","4101 Slate Drive, Scarbro, WV 25917",,Appalachia Central,1322397,180,441835,14.094956556883837
4609105,2014,Surface No 5,West Virginia (Southern),Fayette,Temporarily closed,Surface,Independent Producer Operator,Mine only,Frasure Creek Mining Llc,"137 1/2 E Main St, P.O. Box 10, Oak Hill, WV 25901",,Appalachia Central,251174,58,124883,12.433901205034642
4608909,2014,Midland Trail Mine No 2,West Virginia (Southern),Greenbrier,Permanently abandoned,Underground,Independent Producer Operator,Mine only,Greenbrier Minerals Llc,"P.O. Box Q, Rupert, WV 25984",,Appalachia Central,112418,35,79989,11.629979345969065
4609154,2014,Pocahontas Mine,West Virginia (Southern),Greenbrier,Active,Underground,Independent Producer Operator,Mine only,Greenbrier Minerals Llc,"P.O. Box 190, Leivasy, WV 26676",,Appalachia Central,39098,34,31216,10.573826593770065
4609172,2014,Mountaineer Pocahontas No 1 Mi,West Virginia (Southern),Greenbrier,Active,Underground,Operating Subsidiary,Mine only,Greenbrier Minerals Llc,"P.O. Box O, Rupert, WV 25984",,Appalachia Central,277720,110,200369,12.53436869086721
4609210,2014,Mountaineer Pocahontas No 3 Mi,West Virginia (Southern),Greenbrier,Temporarily closed,Underground,Independent Producer Operator,Mine only,Greenbrier Minerals Llc,"P.O. Box O, Rupert, WV 25984",,Appalachia Central,35399,12,24006,10.474438850135297
4609246,2014,Midland Trail Surface Mine No.,West Virginia (Southern),Greenbrier,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,"West Virginia Mine Power, Inc.","P.O. Box Q, Rupert, WV 25984",,Appalachia Central,204379,17,37600,12.227731392307572
4609415,2014,Lost Flats Highwall Miner,West Virginia (Southern),Greenbrier,Active,Surface,Independent Producer Operator,Mine only,"Bundy Auger Mining, Inc.","2005 Webster Road, Summersville, WV 26651",,Appalachia Central,19772,3,1686,9.89202207442685
4609448,2014,Blue Knob Surface Mine,West Virginia (Southern),Greenbrier,Active,Surface,Independent Producer Operator,Mine only,"South Fork Coal Co., Llc","1295 Ashford Hill Road, Ashford, WV 25009",,Appalachia Central,408495,57,142377,12.920234953305206
4609473,2014,No. 1 Surface Mine,West Virginia (Southern),Greenbrier,Active,Surface,Independent Producer Operator,Mine only,"Princess Polly Anna Coal, Inc.","P.O. Box 1624, Lewisburg, WV 24901",,Appalachia Central,100503,11,28088,11.517942856782012
4609490,2014,Pollock Knob Surface Mine,West Virginia (Southern),Greenbrier,Active,Surface,Independent Producer Operator,Mine only,"Greenbrier Minerals, Llc","P.O. Box G, Rupert, WV 25984",,Appalachia Central,9128,6,1180,9.119101891541911
4602737,2014,Nancy,West Virginia (Northern),Harrison,Temporarily closed,Surface,Independent Producer Operator,Mine only,Ten-A-Coal Company,"Rte 4, Box 253, Clarksburg, WV 26301",,Appalachia Northern,10695,5,7281,9.277531621516506
4609060,2014,#4 Mine,West Virginia (Northern),Harrison,"Active, men working, not producing",Underground,Operating Subsidiary,Mine only,"Ten-Mile Coal Co., Inc.","P.O. Box 549, Dellslow, WV 26531",,Appalachia Northern,411835,84,176473,12.92837806267906
4609122,2014,Brushy Fork,West Virginia (Northern),Harrison,Active,Surface,Independent Producer Operator,Mine and Preparation Plant,Thoroughbred Highwall Mining L,"3421, Springlake Dr, KY 40517",,Appalachia Northern,7180,10,14700,8.87905466204227
4609483,2014,Mcmillion/Raikes Surface,West Virginia (Northern),Harrison,Permanently abandoned,Surface,Independent Producer Operator,Mine only,Dp Southbound Coal Co.  Llc,"2376 Laneville Road, Dry Fork, WV 26263",,Appalachia Northern,3971,2,1476,8.286773231131251
4605437,2014,American Eagle Mine,West Virginia (Southern),Kanawha,Active,Underground,Contractor,Mine only,"Speed Mining, Llc","P.O. Box 99, Dawes, WV 25054",,Appalachia Central,2732344,487,1085670,14.820670406826707
4607178,2014,Samples Mine,West Virginia (Southern),Kanawha,Active,Surface,Operating Subsidiary,Mine only,Catenary Coal Company Llc,"100 Toms Fork Road, Eskdale, WV 25075",,Appalachia Central,2477164,245,674979,14.72262491540371
4608596,2014,Fourmile Fork,West Virginia (Southern),Kanawha,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,Pritchard Mining Co Inc.,"P.O. Box 3311, Charleston, WV 25333",,Appalachia Central,17371,5,10683,9.762557428101923
4608849,2014,Dry Branch Surface No 1,West Virginia (Southern),Kanawha,Active,Surface,Independent Producer Operator,Mine only,Pritchard Mining Company Inc,"P.O. Box 3311, Charleston, WV 25333",,Appalachia Central,135565,25,62185,11.817206509077378
4608869,2014,Quincy Manufactured Home Park,West Virginia (Southern),Kanawha,Temporarily closed,Surface,Independent Producer Operator,Mine only,Development Services Inc,"400 Patterson Lane Suite 200, Charleston, WV 25311",,Appalachia Central,37041,15,27912,10.519780686235853
4608899,2014,Wildcat Surface Mine,West Virginia (Southern),Kanawha,Active,Surface,Independent Producer Operator,Mine only,"Award Development, Llc","3421 Springlake Drive, Lexington, KY 40517",,Appalachia Central,38590,12,17680,10.560748454531664
4608906,2014,S11 Keystone Surface Mine,West Virginia (Southern),Kanawha,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,"Revelation Energy, Llc","1051 Main Street, Milton, WV 25541",,Appalachia Central,84107,13,38349,11.339845076742208
4609153,2014,Samples Mine Highwall Miner,West Virginia (Southern),Kanawha,Active,Surface,Operating Subsidiary,Mine only,Catenary Coal Company Llc,"100 Toms Fork Road, Eskdale, WV 25075",,Appalachia Central,146020,10,28883,11.891498877610077
4609170,2014,Four Mile Surface Mine No 2,West Virginia (Southern),Kanawha,Active,Surface,Independent Producer Operator,Mine only,Long Flame Coal Corp,"13905 Maccorkle Ave, Suite 200, Chesapeake, WV 25315",,Appalachia Central,624814,64,158527,13.34520928442687
4609221,2014,Slabcamp,West Virginia (Southern),Kanawha,Active,Underground,Operating Subsidiary,Mine only,Mammoth Coal Co.,"P.O. Box 150, Cannelton, WV 25036",,Appalachia Central,939270,113,268560,13.752858256794818
4609230,2014,Winchester Mine,West Virginia (Southern),Kanawha,Active,Underground,Operating Subsidiary,Mine only,Remington Llc,"800 Toms Fork Road, Eskdale, WV 25075",,Appalachia Central,928812,167,414196,13.741661629179
4609285,2014,Briar Mountain Surface Mine,West Virginia (Southern),Kanawha,Active,Surface,Independent Producer Operator,Mine only,Ed Coal Inc,"P.O. Box 726, Ceredo, WV 25507",,Appalachia Central,400769,36,70434,12.901140480452108
4609296,2014,Mine No. 2,West Virginia (Southern),Kanawha,Active,Underground,Independent Producer Operator,Mine only,Selah Corporation,"P.O. Box 1375, Gilbert, WV 25261",,Appalachia Central,361908,47,113106,12.79914531486153
4609297,2014,Bc No. 1 Deep Mine,West Virginia (Southern),Kanawha,Active,Underground,Independent Producer Operator,Mine only,Midland Trail Energy Llc,"P.O. Box 366, Tad, WV 25201",,Appalachia Central,1230989,131,338096,14.023328469302133
1519725,2014,No. 2 Auger,West Virginia (Southern),Logan,Active,Surface,Independent Producer Operator,Mine only,Augustus Augering And Contract,"229 Kelly Branch Road, Salyersville, KY 41465",,Appalachia Central,14100,2,700,9.55393007636626
4606750,2014,Eagle Creek No 5 Mine,West Virginia (Southern),Logan,Active,Surface,Operating Subsidiary,Mine only,Eagle Creek Mining Llc,"P.O. Box 1200, Robinson Cree, KY 41560",,Appalachia Central,309997,20,53978,12.644317898995148
4608249,2014,Surface No 1,West Virginia (Southern),Logan,Active,Surface,Independent Producer Operator,Mine only,"Stollings Trucking Co., Inc.","P.O. Box 328, Mount Gay, WV 25637",,Appalachia Central,143434,35,65331,11.873630278067836
4608570,2014,Coalburg No 2 Mine,West Virginia (Southern),Logan,Permanently abandoned,Underground,Operating Subsidiary,Mine only,"Rio Group, Inc.","P.O. Box 4572, Chapmanville, WV 25508",,Appalachia Central,68279,25,28793,11.131357531224094
4608636,2014,No. 2,West Virginia (Southern),Logan,Active,Underground,Independent Producer Operator,Mine only,Rockhouse Creek Development Ll,"P.O. Box 1389, Gilbert, WV 25621",,Appalachia Central,134858,62,107276,11.811977651984328
4608789,2014,Trace Fork Surface Mine,West Virginia (Southern),Logan,Active,Surface,Operating Subsidiary,Mine only,Highland Mining Company,"P.O. Box 1116, Holden, WV 25625",,Appalachia Central,166562,18,47259,12.023122891461622
4608801,2014,Aracoma Alma Mine #1,West Virginia (Southern),Logan,Active,Underground,Operating Subsidiary,Mine only,Aracoma Coal Company Inc,"P.O. Box 1120, Holden, WV 25625",,Appalachia Central,1123470,215,510697,13.931932667981316
4608802,2014,Hernshaw Mine,West Virginia (Southern),Logan,Active,Underground,Operating Subsidiary,Mine only,Aracoma Coal Company Inc,"P.O. Box 1120, Holden, WV 25625",,Appalachia Central,385135,78,179455,12.861349201157454
4608838,2014,Superior Surface Mine,West Virginia (Southern),Logan,Active,Surface,Independent Producer Operator,Mine only,Highland Mining Company,"P.O. Box 1098, Holden, WV 25625",,Appalachia Central,925235,84,193242,13.73780303828235
4608917,2014,Snap Creek No 1 Surface,West Virginia (Southern),Logan,Active,Surface,Independent Producer Operator,Mine only,Chafin Branch Coal Co Llc,"P.O. Box 1389, Gilbert, WV 25621",,Appalachia Central,22958,15,5228,10.041421738625441
4608939,2014,Guyan,West Virginia (Southern),Logan,Active,Surface,Operating Subsidiary,Mine only,Apogee Coal Company Llc,"Hc 61 Box 156, Yolyn, WV 25654",United Mine Workers Of America,Appalachia Central,260221,22,63147,12.469286548952242
4608973,2014,Wv-3 Surface Mine,West Virginia (Southern),Logan,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,Kentucky Fuel Corporation,"818 North Eisenhower Drive, Beckley, WV 25801",,Appalachia Central,219782,67,138377,12.30039142496861
4608984,2014,Coal-Mac Inc Holden #22 Surfac,West Virginia (Southern),Logan,Active,Surface,Operating Subsidiary,Mine only,Phoenix Coal-Mac Mining Inc,"P.O. Box 1050, Holden, WV 25625",,Appalachia Central,2760005,253,650729,14.830743049285894
4609029,2014,Mountaineer Ii Mine,West Virginia (Southern),Logan,Active,Underground,Operating Subsidiary,Mine only,Mingo Logan Coal Company,"P.O. Box E, Sharples, WV 25183",,Appalachia Central,1972772,331,824641,14.494950218266354
4609101,2014,Toney Fork Surface Mine,West Virginia (Southern),Logan,Active,Surface,Operating Subsidiary,Mine only,"Greenbrier Minerals, Llc","P.O. Box 446, Man, WV 25635",,Appalachia Central,927042,69,182721,13.739754150965007
4609174,2014,Spruce No. 1 Mine,West Virginia (Southern),Logan,Active,Surface,Contractor,Mine only,Eagle Creek Mining Llc,"P.O. Box 1200, Robinson, KY 41560",,Appalachia Central,685989,45,119958,13.438616871594038
4609204,2014,Reylas Surface Mine,West Virginia (Southern),Logan,Active,Surface,Operating Subsidiary,Mine only,Highland Mining Company,"P.O. Box 1098, Holden, WV 25625",,Appalachia Central,872796,90,221665,13.679457130539076
4609217,2014,Powellton #1 Mine,West Virginia (Southern),Logan,Active,Underground,Operating Subsidiary,Mine only,"Greenbrier Minerals, Llc","P.O. Box 446, Man, WV 25635",,Appalachia Central,773946,180,477473,13.559257382696142
4609299,2014,Cedar Grove #1 Mine,West Virginia (Southern),Logan,"Active, men working, not producing",Underground,Operating Subsidiary,Mine only,Aracoma Coal Company,"P.O. Box 1120, Holden, WV 25625",,Appalachia Central,61160,47,35180,11.021248660042998
4609361,2014,Cedar Grove #2 Mine,West Virginia (Southern),Logan,Active,Underground,Independent Producer Operator,Mine only,Aracoma Coal Company,"P.O. Box 1098, Holden, WV 25625",,Appalachia Central,392189,58,125293,12.879499145436222
4609383,2014,Mine No 1,West Virginia (Southern),Logan,Active,Underground,Independent Producer Operator,Mine only,Appalachian Mining And Reclama,"1316 Porter Road, Catlettsburg, KY 41129",,Appalachia Central,12069,14,16263,9.398395460617898
1518890,2014,Southeastern Auger No. 1,West Virginia (Southern),Mcdowell,Active,Surface,Independent Producer Operator,Mine only,Southeastern Coal Inc.,"342 Chadwick Dr, Tazewell, VA 24651",,Appalachia Central,5926,2,428,8.68710472813351
4602380,2014,Bishop Impoundment Area,West Virginia (Southern),Mcdowell,Active,Surface,Independent Producer Operator,Mine only,"Chestnut Land Holdings, Llc","818 North Eisenhower Drive, Beckley, WV 25801",,Appalachia Central,79098,70,98947,11.278442868986025
4605695,2014,Totten Ridge Surface Mine No.1,West Virginia (Southern),Mcdowell,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,"Wellston Coal, Llc","15113 Mendota Road, Abingdon, VA 24651",,Appalachia Central,4533,16,12229,8.41913925094085
4605741,2014,Low Gap Surface Mine,West Virginia (Southern),Mcdowell,Active,Surface,Independent Producer Operator,Mine only,"Extra Energy, Inc.","P.O. Box 10, Bishop, VA 24604",,Appalachia Central,203797,40,96160,12.224879679348383
4606265,2014,Sewell Mine B,West Virginia (Southern),Mcdowell,Active,Underground,Independent Producer Operator,Mine only,"Raw Coal Mining Company, Inc.","356 South College Ave., Bluefield, VA 24605",,Appalachia Central,113105,37,78213,11.636071869791936
4606578,2014,Red Fox Surface Mine,West Virginia (Southern),Mcdowell,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,Justice Energy Company Inc,"100 Cranberry Creek Drive, Beckley, WV 25801",United Mine Workers Of America,Appalachia Central,7957,12,19396,8.981807323377534
4606609,2014,Skyway Ii Mine,West Virginia (Southern),Mcdowell,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,"Skyway Strip, Inc","P.O. Box 770, Bluefield, WV 24701",,Appalachia Central,39393,18,20163,10.581343414527115
4606843,2014,No 2 Mine,West Virginia (Southern),Mcdowell,Active,Underground,Independent Producer Operator,Mine only,Sally Ann Coal Company Inc,"P.O. Box 770, Bluefield, WV 24701",,Appalachia Central,65789,12,32148,11.094207930086123
4608131,2014,Mine No. 35,West Virginia (Southern),Mcdowell,Active,Underground,Independent Producer Operator,Mine only,"Xmv, Inc.","640 Clover Dew Dairy Road, Princeton, WV 24740",,Appalachia Central,121804,50,121914,11.710168474441184
4608419,2014,Mine No. 3,West Virginia (Southern),Mcdowell,Active,Underground,Independent Producer Operator,Mine only,"Resurrection Coal Company, Inc","P.O. Box 480, Iaeger, WV 24844",,Appalachia Central,241,3,527,5.484796933490655
4608444,2014,No. 1,West Virginia (Southern),Mcdowell,Temporarily closed,Underground,Independent Producer Operator,Mine only,Vansant Coal Corporation,"149 Two Pond Lane, Jolo, WV 24850",,Appalachia Central,31084,17,27389,10.344448496329132
4608646,2014,Mine No 3,West Virginia (Southern),Mcdowell,Temporarily closed,Underground,Independent Producer Operator,Mine and Preparation Plant,Rock N Roll Coal Company Inc,"4641 Greenbrier Mtn. Rd., Panther, WV 24872",,Appalachia Central,12978,10,14919,9.471010895181113
4608647,2014,Eckman Surface Mine,West Virginia (Southern),Mcdowell,Active,Surface,Independent Producer Operator,Mine only,"Extra Energy, Inc.","P.O. Box 10, Bishop, VA 24604",,Appalachia Central,566404,96,297569,13.247062883483602
4608955,2014,Mine No. 2,West Virginia (Southern),Mcdowell,"Active, men working, not producing",Underground,Independent Producer Operator,Mine only,"Resurrection Coal Company, Inc","P.O. Box 269, Jolo, WV 24850",,Appalachia Central,26169,11,19923,10.172330783101328
4608990,2014,No. 39 Mine,West Virginia (Southern),Mcdowell,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,Bluestone Coal Corporation,"100 Cranberry Creek Drive, Beckley, WV 25801",,Appalachia Central,285,1,253,5.652489180268651
4609007,2014,Red Ash Highwall Miner,West Virginia (Southern),Mcdowell,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,"Bundy Auger Mining, Inc.","2005 Webster Rd, Summersville, WV 26651",,Appalachia Central,49473,7,12135,10.809182345196879
4609052,2014,Bam 7 - Skyway #2 Mine,West Virginia (Southern),Mcdowell,Temporarily closed,Surface,Independent Producer Operator,Mine only,Bundy Auger Mining Inc,"2005 Webster Road, Summersville, WV 26651",,Appalachia Central,5693,2,1196,8.646992628951082
4609066,2014,Cucumber Mine,West Virginia (Southern),Mcdowell,"Active, men working, not producing",Underground,Operating Subsidiary,Mine only,"Brooks Run South Mining, Llc","208 Business Street, Beckley, WV 25801",,Appalachia Central,208694,66,152171,12.248624343250967
4609069,2014,Mine No. 6,West Virginia (Southern),Mcdowell,Active,Underground,Independent Producer Operator,Mine only,"Darty Leasing, Inc.","P.O. Box 419, Iaeger, WV 24844",,Appalachia Central,52834,25,46988,10.874910201848282
4609093,2014,Mine No. 7,West Virginia (Southern),Mcdowell,"Active, men working, not producing",Underground,Independent Producer Operator,Mine and Preparation Plant,"Rock N Roll Coal Company, Inc.","4641 Greenbrier Mtn Rd, Panther, WV 24872",,Appalachia Central,598,5,8799,6.393590753950631
4609100,2014,Mountain Fork No 2,West Virginia (Southern),Mcdowell,"Active, men working, not producing",Underground,Independent Producer Operator,Mine only,C & A Coal Company,"P.O. Box 1030, Bluefield, VA 24605",,Appalachia Central,80213,12,21620,11.292440875481761
4609182,2014,Highwall Miner #1,West Virginia (Southern),Mcdowell,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,Twin State Mining Inc,"P.O. Box 10, Bishop, VA 24619",,Appalachia Central,48900,6,12704,10.797532675462964
4609188,2014,Westchester Mine,West Virginia (Southern),Mcdowell,Temporarily closed,Underground,Independent Producer Operator,Mine only,"Wf Coal Sales, Inc.","P.O. Box 275, Premier, WV 24878",,Appalachia Central,5540,17,8389,8.61974977974133
4609198,2014,Caretta #3 Mine,West Virginia (Southern),Mcdowell,"Active, men working, not producing",Underground,Independent Producer Operator,Mine only,Rs Mining Inc,"P.O. Box 1090, Oceana, WV 24870",,Appalachia Central,43357,13,11289,10.677223445528032
4609207,2014,Mine No 2,West Virginia (Southern),Mcdowell,"Active, men working, not producing",Underground,Independent Producer Operator,Mine only,Harman Branch Mining Inc,"Hc 32 Box 588, War, WV 24892",,Appalachia Central,35059,17,23916,10.46478763553565
4609257,2014,Johnnycake Mine No. 1,West Virginia (Southern),Mcdowell,Active,Underground,Independent Producer Operator,Mine only,"Miracle Mining, Llc","P.O. Box 142, Justice, WV 24851",,Appalachia Central,62907,26,60160,11.049412724254855
4609261,2014,Mine No. 39,West Virginia (Southern),Mcdowell,"Active, men working, not producing",Underground,Independent Producer Operator,Mine only,"Xmv, Inc.","640 Clover Dew Dairy Road, Princeton, WV 24740",,Appalachia Central,210095,87,209653,12.255315088358573
4609271,2014,Mine No 3,West Virginia (Southern),Mcdowell,"Active, men working, not producing",Underground,Contractor,Mine only,Ambush Mining Inc,"Hc 32 Box 588, War, WV 24892",,Appalachia Central,35819,16,20434,10.486233757860406
4609298,2014,Mine No. 40,West Virginia (Southern),Mcdowell,Active,Underground,Independent Producer Operator,Mine only,"Xmv, Inc.","640 Clover Dew Dairy Road, Princeton, WV 24740",,Appalachia Central,172738,52,129274,12.059531274673004
4609348,2014,Horse Creek No 1,West Virginia (Southern),Mcdowell,Active,Underground,Operating Subsidiary,Mine only,"Brooks Run South Mining, Llc","208 Business Street, Beckley, WV 25801",,Appalachia Central,197123,67,155409,12.191583178367326
4609378,2014,Mine No. 42,West Virginia (Southern),Mcdowell,Active,Underground,Independent Producer Operator,Mine only,"Xmv, Inc.","640 Clover Dew Dairy Road, Princeton, WV 24740",,Appalachia Central,361491,93,247321,12.797992424005479
4609386,2014,Quarry No 2,West Virginia (Southern),Mcdowell,Active,Surface,Independent Producer Operator,Mine only,"Gmax Quarry, Inc.","3324 Pennsylvania Ave, Suite B, Charleston, WV 25302",,Appalachia Central,3306,7,15284,8.10349427838097
4609387,2014,Lower War Eagle Mine,West Virginia (Southern),Mcdowell,Active,Underground,Operating Subsidiary,Mine only,"Brooks Run South Mining, Llc","208 Business Street, Beckley, WV 25801",,Appalachia Central,257370,64,133265,12.45827001723512
4609426,2014,Garland Surface Mine,West Virginia (Southern),Mcdowell,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,Eagle Creek Mining Llc,"P.O. Box 328, Mount Gay, WV 25637",,Appalachia Central,43880,12,22891,10.689213914389166
4609455,2014,Sewell Mine R,West Virginia (Southern),Mcdowell,Active,Underground,Independent Producer Operator,Mine only,"Raw Coal Mining Company, Inc.","356 South College Avenue, Bluefield, VA 24605",,Appalachia Central,66107,14,30496,11.099029920384039
4609477,2014,Tea Branch Surface Mine,West Virginia (Southern),Mcdowell,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,"Extra Energy, Inc.","640 Clover Dew Dairy Road, Princeton, WV 24740",,Appalachia Central,29047,14,22283,10.27667048672357
4609480,2014,Skyway Iii Mine,West Virginia (Southern),Mcdowell,Active,Surface,Independent Producer Operator,Mine only,"Skyway Strip, Inc.","356 S. College Ave, Bluefield, VA 24605",,Appalachia Central,34917,16,18127,10.460729095610086
4609481,2014,Red Ash Highwall Mine #1,West Virginia (Southern),Mcdowell,Active,Surface,Independent Producer Operator,Mine only,"Caretta Minerals, Llc","P.O. Box 309, Prosperity, WV 25909",,Appalachia Central,10802,16,20294,9.287486581152837
4609484,2014,Newhall Surface Mine No. 2,West Virginia (Southern),Mcdowell,Active,Surface,Independent Producer Operator,Mine only,Little Seam Mining Co.,"P.O. Box 25, Thorpe, WV 24888",,Appalachia Central,35850,4,7460,10.487098846027767
3609197,2014,3200,West Virginia (Northern),Marion,Active,Surface,Independent Producer Operator,Mine only,Black Hawk Mining Inc,"221 Creek Road, Rural Valley, PA 16249",,Appalachia Northern,19242,3,4320,9.86485066892121
3610021,2014,11,West Virginia (Northern),Marion,Active,Surface,Independent Producer Operator,Mine only,"Black Hawk Mining, Inc","221 Creek Road, Rural Valley, PA 16249",,Appalachia Northern,25499,3,5280,10.146394514691288
4601318,2014,Robinson Run No 95,West Virginia (Northern),Marion,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Consolidation Coal Company,"79 Camp Run Road, Mannington, WV 26582",United Mine Workers Of America,Appalachia Northern,6703392,578,1381082,15.718124224907172
4601433,2014,Loveridge #22,West Virginia (Northern),Marion,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Consolidation Coal Company,"151 Johnny Cake Road, Metz, WV 26585",United Mine Workers Of America,Appalachia Northern,6567666,678,1505829,15.697669076202605
4609050,2014,Barrackville Refuse Pile,West Virginia (Northern),Marion,Active,Surface,Independent Producer Operator,Mine only,"Lp Mineral, Llc","471 John Fox Road, Morgantown, WV 26501",,Appalachia Northern,124824,8,21331,11.734660024121018
4601436,2014,Shoemaker Mine,West Virginia (Northern),Marshall,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Consolidation Coal Company,"Rd 1 Box 62a, Dallas, WV 26036",United Mine Workers Of America,Appalachia Northern,6584921,715,1626749,15.70029289612476
4601437,2014,Mcelroy Mine,West Virginia (Northern),Marshall,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Mcelroy Coal Company,"46226 National Rd, St. Clairsvil, OH 43950",United Mine Workers Of America,Appalachia Northern,10378940,1007,2243819,16.15528931102697
4609311,2014,Mine No. 1,West Virginia (Southern),Mercer,Active,Surface,Independent Producer Operator,Mine only,"Onyx Energy, Llc","P.O. Box 1363, Princeton, WV 24740",,Appalachia Central,224128,23,70760,12.319972596205469
